property_id,property_name,market,asset_type,status,month,month_date,year,quarter,noi_monthly,occupancy,revenue,opex,debt_service_monthly,market,asset_type,status,property_name
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2022-06,2022-06-01,2022,Q2,300756.0,0.915,449158.0,170371.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2022-07,2022-07-01,2022,Q3,303871.0,0.924,458358.0,176561.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2022-08,2022-08-01,2022,Q3,291557.0,0.894,452167.0,170994.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2022-09,2022-09-01,2022,Q3,280405.0,0.873,452267.0,170247.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2022-10,2022-10-01,2022,Q4,274622.0,0.868,461395.0,176340.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2022-11,2022-11-01,2022,Q4,264928.0,0.847,459112.0,173768.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2022-12,2022-12-01,2022,Q4,266532.0,0.853,467272.0,179147.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2023-01,2023-01-01,2023,Q1,266641.0,0.845,462080.0,174362.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2023-02,2023-02-01,2023,Q1,274790.0,0.853,461677.0,173240.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2023-03,2023-03-01,2023,Q1,290571.0,0.879,468662.0,177688.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2023-04,2023-04-01,2023,Q2,303661.0,0.897,470939.0,178584.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2023-05,2023-05-01,2023,Q2,318986.0,0.925,481158.0,185556.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2023-06,2023-06-01,2023,Q2,315880.0,0.907,471745.0,177545.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2023-07,2023-07-01,2023,Q3,315265.0,0.906,475546.0,179589.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2023-08,2023-08-01,2023,Q3,306261.0,0.888,474970.0,178337.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2023-09,2023-09-01,2023,Q3,297850.0,0.876,480403.0,181611.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2023-10,2023-10-01,2023,Q4,286956.0,0.858,482117.0,182081.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2023-11,2023-11-01,2023,Q4,280730.0,0.849,486495.0,184568.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2023-12,2023-12-01,2023,Q4,281023.0,0.851,492677.0,188440.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2024-01,2024-01-01,2024,Q1,280882.0,0.842,486759.0,183119.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2024-02,2024-02-01,2024,Q1,293457.0,0.862,493040.0,187040.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2024-03,2024-03-01,2024,Q1,307073.0,0.88,495279.0,187908.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2024-04,2024-04-01,2024,Q2,323465.0,0.905,501651.0,191924.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2024-05,2024-05-01,2024,Q2,335877.0,0.923,506636.0,194899.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2024-06,2024-06-01,2024,Q2,337735.0,0.919,504383.0,192326.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2024-07,2024-07-01,2024,Q3,334037.0,0.91,503860.0,191093.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2024-08,2024-08-01,2024,Q3,328308.0,0.902,509162.0,194291.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2024-09,2024-09-01,2024,Q3,318487.0,0.889,513689.0,196909.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2024-10,2024-10-01,2024,Q4,300361.0,0.852,504639.0,189216.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2024-11,2024-11-01,2024,Q4,297907.0,0.855,516263.0,197187.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-028,Houston Industrial 28,Houston,Industrial,Value-Add,2024-12,2024-12-01,2024,Q4,293396.0,0.843,514369.0,194910.0,230518.0,Houston,Industrial,Value-Add,Houston Industrial 28
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2022-01,2022-01-01,2022,Q1,132699.0,0.877,229964.0,87421.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2022-02,2022-02-01,2022,Q1,138536.0,0.897,232755.0,89110.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2022-03,2022-03-01,2022,Q1,142478.0,0.899,229804.0,86435.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2022-04,2022-04-01,2022,Q2,148330.0,0.913,230040.0,86186.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2022-05,2022-05-01,2022,Q2,157070.0,0.949,236924.0,90973.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2022-06,2022-06-01,2022,Q2,158614.0,0.949,236879.0,90495.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2022-07,2022-07-01,2022,Q3,156676.0,0.938,236331.0,89639.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2022-08,2022-08-01,2022,Q3,151690.0,0.916,235251.0,88393.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2022-09,2022-09-01,2022,Q3,147049.0,0.901,237175.0,89413.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2022-10,2022-10-01,2022,Q4,143600.0,0.894,241264.0,92080.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2022-11,2022-11-01,2022,Q4,138704.0,0.873,240369.0,90962.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2022-12,2022-12-01,2022,Q4,140197.0,0.883,245787.0,94658.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2023-01,2023-01-01,2023,Q1,138634.0,0.864,240248.0,90014.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2023-02,2023-02-01,2023,Q1,144199.0,0.881,242270.0,91105.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2023-03,2023-03-01,2023,Q1,152269.0,0.907,245595.0,93186.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2023-04,2023-04-01,2023,Q2,158722.0,0.923,246157.0,93178.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2023-05,2023-05-01,2023,Q2,164311.0,0.938,247846.0,94023.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2023-06,2023-06-01,2023,Q2,164887.0,0.932,246247.0,92386.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2023-07,2023-07-01,2023,Q3,164306.0,0.929,247839.0,93155.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2023-08,2023-08-01,2023,Q3,161656.0,0.922,250707.0,94888.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2023-09,2023-09-01,2023,Q3,155901.0,0.903,251453.0,95020.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2023-10,2023-10-01,2023,Q4,150183.0,0.884,252324.0,95247.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2023-11,2023-11-01,2023,Q4,149273.0,0.889,258685.0,99658.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2023-12,2023-12-01,2023,Q4,144119.0,0.859,252664.0,94647.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2024-01,2024-01-01,2024,Q1,147166.0,0.868,255033.0,96000.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2024-02,2024-02-01,2024,Q1,154005.0,0.89,258745.0,98375.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2024-03,2024-03-01,2024,Q1,163047.0,0.919,262980.0,101172.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2024-04,2024-04-01,2024,Q2,166303.0,0.916,257915.0,96884.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2024-05,2024-05-01,2024,Q2,175164.0,0.947,264217.0,101231.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2024-06,2024-06-01,2024,Q2,177321.0,0.95,264816.0,101246.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2024-07,2024-07-01,2024,Q3,173754.0,0.931,262091.0,98742.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2024-08,2024-08-01,2024,Q3,171772.0,0.929,266395.0,101570.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2024-09,2024-09-01,2024,Q3,166287.0,0.913,268205.0,102511.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2024-10,2024-10-01,2024,Q4,161781.0,0.903,271809.0,104832.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2024-11,2024-11-01,2024,Q4,153802.0,0.869,266533.0,100372.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-029,Dallas Industrial 29,Dallas-Fort Worth,Industrial,Value-Add,2024-12,2024-12-01,2024,Q4,152382.0,0.862,267150.0,100408.0,93919.0,Dallas-Fort Worth,Industrial,Value-Add,Dallas Industrial 29
PROP-030,Houston Retail 30,Houston,Retail,Development,2022-01,2022-01-01,2022,Q1,64446.0,0.839,111682.0,41897.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2022-02,2022-02-01,2022,Q1,67006.0,0.854,112577.0,42359.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2022-03,2022-03-01,2022,Q1,71294.0,0.886,114990.0,43976.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2022-04,2022-04-01,2022,Q2,75143.0,0.911,116537.0,44945.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2022-05,2022-05-01,2022,Q2,77211.0,0.919,116465.0,44669.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2022-06,2022-06-01,2022,Q2,78733.0,0.928,117582.0,45308.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2022-07,2022-07-01,2022,Q3,78376.0,0.924,118222.0,45580.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2022-08,2022-08-01,2022,Q3,75878.0,0.902,117677.0,44942.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2022-09,2022-09-01,2022,Q3,73403.0,0.886,118392.0,45272.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2022-10,2022-10-01,2022,Q4,70469.0,0.864,118396.0,45058.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2022-11,2022-11-01,2022,Q4,68113.0,0.844,118037.0,44572.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2022-12,2022-12-01,2022,Q4,67668.0,0.84,118633.0,44810.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2023-01,2023-01-01,2023,Q1,68486.0,0.841,118683.0,44636.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2023-02,2023-02-01,2023,Q1,72161.0,0.868,121238.0,46360.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2023-03,2023-03-01,2023,Q1,75500.0,0.885,121774.0,46552.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2023-04,2023-04-01,2023,Q2,77649.0,0.889,120423.0,45313.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2023-05,2023-05-01,2023,Q2,80662.0,0.907,121670.0,46042.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2023-06,2023-06-01,2023,Q2,81509.0,0.908,121728.0,45874.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2023-07,2023-07-01,2023,Q3,82938.0,0.924,125104.0,48231.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2023-08,2023-08-01,2023,Q3,80574.0,0.905,124960.0,47901.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2023-09,2023-09-01,2023,Q3,76544.0,0.873,123457.0,46543.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2023-10,2023-10-01,2023,Q4,74390.0,0.862,124984.0,47485.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2023-11,2023-11-01,2023,Q4,72158.0,0.846,125048.0,47320.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2023-12,2023-12-01,2023,Q4,72105.0,0.847,126411.0,48140.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2024-01,2024-01-01,2024,Q1,73042.0,0.849,126579.0,48053.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2024-02,2024-02-01,2024,Q1,76848.0,0.875,129113.0,49774.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2024-03,2024-03-01,2024,Q1,78377.0,0.87,126414.0,47504.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2024-04,2024-04-01,2024,Q2,83747.0,0.908,129880.0,49923.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2024-05,2024-05-01,2024,Q2,84384.0,0.899,127285.0,47738.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2024-06,2024-06-01,2024,Q2,86469.0,0.912,129135.0,48921.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2024-07,2024-07-01,2024,Q3,86810.0,0.916,130943.0,50082.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2024-08,2024-08-01,2024,Q3,84197.0,0.897,130579.0,49588.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2024-09,2024-09-01,2024,Q3,81144.0,0.878,130877.0,49600.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2024-10,2024-10-01,2024,Q4,78230.0,0.86,131436.0,49810.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2024-11,2024-11-01,2024,Q4,76549.0,0.851,132657.0,50523.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-030,Houston Retail 30,Houston,Retail,Development,2024-12,2024-12-01,2024,Q4,74968.0,0.835,131431.0,49382.0,58697.0,Houston,Retail,Development,Houston Retail 30
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2022-01,2022-01-01,2022,Q1,333967.0,0.911,578753.0,218719.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2022-02,2022-02-01,2022,Q1,343660.0,0.918,577386.0,216604.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2022-03,2022-03-01,2022,Q1,364042.0,0.948,587165.0,222894.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2022-04,2022-04-01,2022,Q2,381067.0,0.968,590984.0,224691.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2022-05,2022-05-01,2022,Q2,389133.0,0.971,586968.0,220561.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2022-06,2022-06-01,2022,Q2,403357.0,0.99,602385.0,231166.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2022-07,2022-07-01,2022,Q3,397991.0,0.983,600329.0,228476.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2022-08,2022-08-01,2022,Q3,389396.0,0.971,603902.0,230087.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2022-09,2022-09-01,2022,Q3,378254.0,0.957,610088.0,233696.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2022-10,2022-10-01,2022,Q4,357934.0,0.92,601367.0,225976.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2022-11,2022-11-01,2022,Q4,352631.0,0.916,611097.0,232237.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2022-12,2022-12-01,2022,Q4,354068.0,0.921,620737.0,238486.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2023-01,2023-01-01,2023,Q1,359497.0,0.925,622997.0,239092.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2023-02,2023-02-01,2023,Q1,369090.0,0.931,620111.0,235770.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2023-03,2023-03-01,2023,Q1,383795.0,0.943,619025.0,233847.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2023-04,2023-04-01,2023,Q2,399292.0,0.958,619250.0,232929.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2023-05,2023-05-01,2023,Q2,422104.0,0.99,636700.0,245101.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2023-06,2023-06-01,2023,Q2,419312.0,0.979,626213.0,236001.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2023-07,2023-07-01,2023,Q3,426173.0,0.99,642838.0,247558.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2023-08,2023-08-01,2023,Q3,411121.0,0.969,637594.0,242423.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2023-09,2023-09-01,2023,Q3,394317.0,0.943,635995.0,240112.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2023-10,2023-10-01,2023,Q4,377909.0,0.918,634928.0,238224.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2023-11,2023-11-01,2023,Q4,369353.0,0.908,640076.0,241013.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2023-12,2023-12-01,2023,Q4,375183.0,0.924,657755.0,253369.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2024-01,2024-01-01,2024,Q1,373562.0,0.91,647371.0,244336.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2024-02,2024-02-01,2024,Q1,391134.0,0.934,657147.0,250652.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2024-03,2024-03-01,2024,Q1,409112.0,0.952,659858.0,251607.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2024-04,2024-04-01,2024,Q2,420702.0,0.956,652454.0,244908.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2024-05,2024-05-01,2024,Q2,441678.0,0.986,666226.0,254237.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2024-06,2024-06-01,2024,Q2,447403.0,0.99,668165.0,254602.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2024-07,2024-07-01,2024,Q3,444749.0,0.984,670859.0,255543.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2024-08,2024-08-01,2024,Q3,429127.0,0.958,665519.0,250403.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2024-09,2024-09-01,2024,Q3,420100.0,0.953,677580.0,258442.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2024-10,2024-10-01,2024,Q4,408394.0,0.941,686145.0,263880.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2024-11,2024-11-01,2024,Q4,390984.0,0.912,677562.0,256219.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
PROP-031,Austin Retail 31,Austin,Retail,Stabilized,2024-12,2024-12-01,2024,Q4,394993.0,0.923,692485.0,266491.0,294652.0,Austin,Retail,Stabilized,Austin Retail 31
